product_name,url,sku,overall_rating,rating,headline,review,sentiment,date,author
Oxi Lavender Gel Detergent - 2.5+ 0.5 Kg,https://www.jumia.com.eg/oxi-lavender-gel-detergent-2.5-0.5-kg-24675952.html,OX529FF0FGD1MNAFAMZ,4.3 out of 5,4 out of 5,منظف قوي,قوي وريحته حلوه وموفر وسعره رخيص,neutral,09-03-2025,by Amr
Oxi Lavender Gel Detergent - 2.5+ 0.5 Kg,https://www.jumia.com.eg/oxi-lavender-gel-detergent-2.5-0.5-kg-24675952.html,OX529FF0FGD1MNAFAMZ,4.3 out of 5,5 out of 5,ممتاز وريحه حلوه,حلو وريحته جميله,neutral,23-01-2025,by Abdelaziz Mr
Oxi Lavender Gel Detergent - 2.5+ 0.5 Kg,https://www.jumia.com.eg/oxi-lavender-gel-detergent-2.5-0.5-kg-24675952.html,OX529FF0FGD1MNAFAMZ,4.3 out of 5,5 out of 5,تحفه,اوكسى لا يعلى عليه جيبته عرض ب ١٦٩,neutral,30-12-2024,by سيف الدين
Molped Limited Edition (Floral Musk) - Family Pack - Long (44 Pads),https://www.jumia.com.eg/molped-limited-edition-floral-musk-family-pack-long-44-pads-84830154.html,MO797HB0QUQCONAFAMZ,4.4 out of 5,4 out of 5,كويسة,"كويسة في العروض 
بس ماتزيدش عن 100 ج",neutral,18-05-2025,by Huda
Molped Limited Edition (Floral Musk) - Family Pack - Long (44 Pads),https://www.jumia.com.eg/molped-limited-edition-floral-musk-family-pack-long-44-pads-84830154.html,MO797HB0QUQCONAFAMZ,4.4 out of 5,5 out of 5,تحفه,تحفه تحفه,neutral,23-04-2025,by Ahmed
Molped Limited Edition (Floral Musk) - Family Pack - Long (44 Pads),https://www.jumia.com.eg/molped-limited-edition-floral-musk-family-pack-long-44-pads-84830154.html,MO797HB0QUQCONAFAMZ,4.4 out of 5,5 out of 5,I like it,Good product,positive,05-03-2025,by Mona
Molped Limited Edition (Floral Musk) - Family Pack - Long (44 Pads),https://www.jumia.com.eg/molped-limited-edition-floral-musk-family-pack-long-44-pads-84830154.html,MO797HB0QUQCONAFAMZ,4.4 out of 5,5 out of 5,جميلة,حلوة,neutral,04-02-2025,by Doaa Reda
Molped Limited Edition (Floral Musk) - Family Pack - Long (44 Pads),https://www.jumia.com.eg/molped-limited-edition-floral-musk-family-pack-long-44-pads-84830154.html,MO797HB0QUQCONAFAMZ,4.4 out of 5,5 out of 5,ممتاز,ممتاز,neutral,13-10-2024,by MOATAZ
L'Oreal Paris Hyaluorn Expert Gel wash - 200ML,https://www.jumia.com.eg/hyaluorn-expert-gel-wash-200ml-loreal-paris-mpg1152530.html,LO469ST16YKQ0NAFAMZ,4.3 out of 5,4 out of 5,بشرتي,"ينفع للبشره الدهنيه في فتره الشتاء عشان مش بينشف الوش خالص
لكن في الصيف هتحتاجي غسول اقوي منه وشك دقيقتين وهيزيت",neutral,13-04-2025,by Esraa
L'Oreal Paris Hyaluorn Expert Gel wash - 200ML,https://www.jumia.com.eg/hyaluorn-expert-gel-wash-200ml-loreal-paris-mpg1152530.html,LO469ST16YKQ0NAFAMZ,4.3 out of 5,1 out of 5,مش حلو خالص ابنى عمله التهاب فى وشه,وحش للبشرة الحساسة,neutral,04-03-2025,by Andy
L'Oreal Paris Hyaluorn Expert Gel wash - 200ML,https://www.jumia.com.eg/hyaluorn-expert-gel-wash-200ml-loreal-paris-mpg1152530.html,LO469ST16YKQ0NAFAMZ,4.3 out of 5,1 out of 5,مش حلو خالص ابنى عمله التهاب فى وشه,وحش للبشرة الحساسة,neutral,04-03-2025,by Andy
L'Oreal Paris Hyaluorn Expert Gel wash - 200ML,https://www.jumia.com.eg/hyaluorn-expert-gel-wash-200ml-loreal-paris-mpg1152530.html,LO469ST16YKQ0NAFAMZ,4.3 out of 5,4 out of 5,بستخدمه من زمان,جميل,neutral,13-02-2025,by Shemo
L'Oreal Paris Hyaluorn Expert Gel wash - 200ML,https://www.jumia.com.eg/hyaluorn-expert-gel-wash-200ml-loreal-paris-mpg1152530.html,LO469ST16YKQ0NAFAMZ,4.3 out of 5,1 out of 5,وحش,اشتريته كتير بس اخر مره كان سيئ جدا شكله مضروب,neutral,26-01-2025,by Nourhan
L'Oreal Paris Hyaluorn Expert Gel wash - 200ML,https://www.jumia.com.eg/hyaluorn-expert-gel-wash-200ml-loreal-paris-mpg1152530.html,LO469ST16YKQ0NAFAMZ,4.3 out of 5,4 out of 5,غسول جميل,ناعم وجميل على الوجة,neutral,19-01-2025,by ماجدة
L'Oreal Paris Hyaluorn Expert Gel wash - 200ML,https://www.jumia.com.eg/hyaluorn-expert-gel-wash-200ml-loreal-paris-mpg1152530.html,LO469ST16YKQ0NAFAMZ,4.3 out of 5,5 out of 5,كويس اوي,بينضف كويس وبيشيب البشرة مشدودة,neutral,03-12-2024,by Manar
L'Oreal Paris Hyaluorn Expert Gel wash - 200ML,https://www.jumia.com.eg/hyaluorn-expert-gel-wash-200ml-loreal-paris-mpg1152530.html,LO469ST16YKQ0NAFAMZ,4.3 out of 5,3 out of 5,عادى مش مبهر فى احسن منه,اه,neutral,20-11-2024,by Dr Samar
L'Oreal Paris Hyaluorn Expert Gel wash - 200ML,https://www.jumia.com.eg/hyaluorn-expert-gel-wash-200ml-loreal-paris-mpg1152530.html,LO469ST16YKQ0NAFAMZ,4.3 out of 5,2 out of 5,هو حلو بس بينشف الوش لازم سيرم بعده او كريم,هو حلو بس بينشف الوش لازم سيرم بعده او كريم,neutral,04-11-2024,by Asia
L'Oreal Paris Hyaluorn Expert Gel wash - 200ML,https://www.jumia.com.eg/hyaluorn-expert-gel-wash-200ml-loreal-paris-mpg1152530.html,LO469ST16YKQ0NAFAMZ,4.3 out of 5,3 out of 5,كويس,جاي علي العبوه تراب و ناقصه و البامب بيطلع كتير اوي ليه ريحه نفاذه ومش بينشف الوش اوي بعد الاستخدام,neutral,20-10-2024,by Noura
Oraimo OCD-C56 - Data Cable Type-C 2M - Black,https://www.jumia.com.eg/oraimo-ocd-c56-data-cable-type-c-2m-black-107446338.html,OR944MP3164XINAFAMZ,4 out of 5,5 out of 5,جيد,جيد طبقا للوصف,neutral,26-05-2025,by ممدوح
Starville Whitening Roll On Fresh Breeze 60 ml,https://www.jumia.com.eg/starville-whitening-roll-on-fresh-breeze-60-ml-130010253.html,ST727ST28HTRFNAFAMZ,4.5 out of 5,5 out of 5,جيد,جيد ولطيف,neutral,19-08-2025,by Omnia ibrahim
Starville Whitening Roll On Fresh Breeze 60 ml,https://www.jumia.com.eg/starville-whitening-roll-on-fresh-breeze-60-ml-130010253.html,ST727ST28HTRFNAFAMZ,4.5 out of 5,1 out of 5,غير جيد,ليس له رائحة.,neutral,19-08-2025,by Mohsen
Starville Whitening Roll On Fresh Breeze 60 ml,https://www.jumia.com.eg/starville-whitening-roll-on-fresh-breeze-60-ml-130010253.html,ST727ST28HTRFNAFAMZ,4.5 out of 5,5 out of 5,رحته هاديه,حلو جدا,neutral,11-08-2025,by Zezo
Starville Whitening Roll On Fresh Breeze 60 ml,https://www.jumia.com.eg/starville-whitening-roll-on-fresh-breeze-60-ml-130010253.html,ST727ST28HTRFNAFAMZ,4.5 out of 5,5 out of 5,جميل وريحته حلوة,جميل وريحته حلوة,neutral,10-08-2025,by Shereen
Essence I Love Extreme Crazy Volume Mascara,https://www.jumia.com.eg/essence-i-love-extreme-crazy-volume-mascara-15976190.html,ES296HB05GI1BNAFAMZ,4.3 out of 5,5 out of 5,كثافه عاليه جدا للرموش,ممتازه و اصليه,neutral,19-08-2025,by Salma
Essence I Love Extreme Crazy Volume Mascara,https://www.jumia.com.eg/essence-i-love-extreme-crazy-volume-mascara-15976190.html,ES296HB05GI1BNAFAMZ,4.3 out of 5,5 out of 5,القاهره,احلا مسكره,neutral,06-04-2025,by Ola Essam
Essence I Love Extreme Crazy Volume Mascara,https://www.jumia.com.eg/essence-i-love-extreme-crazy-volume-mascara-15976190.html,ES296HB05GI1BNAFAMZ,4.3 out of 5,5 out of 5,ماسكرا,سوادها,neutral,12-09-2024,by Bassant
Essence I Love Extreme Crazy Volume Mascara,https://www.jumia.com.eg/essence-i-love-extreme-crazy-volume-mascara-15976190.html,ES296HB05GI1BNAFAMZ,4.3 out of 5,5 out of 5,very.good,Original,positive,11-08-2024,by Yasmin
Essence I Love Extreme Crazy Volume Mascara,https://www.jumia.com.eg/essence-i-love-extreme-crazy-volume-mascara-15976190.html,ES296HB05GI1BNAFAMZ,4.3 out of 5,5 out of 5,جميله,حلوه اوي,neutral,01-07-2024,by Dina
Essence I Love Extreme Crazy Volume Mascara,https://www.jumia.com.eg/essence-i-love-extreme-crazy-volume-mascara-15976190.html,ES296HB05GI1BNAFAMZ,4.3 out of 5,3 out of 5,حلوه,حلوه اوي يبنات بس مشكلتها فحم و بتهبب,neutral,09-07-2023,by Nada
Essence I Love Extreme Crazy Volume Mascara,https://www.jumia.com.eg/essence-i-love-extreme-crazy-volume-mascara-15976190.html,ES296HB05GI1BNAFAMZ,4.3 out of 5,5 out of 5,essence mascara,اصلى.. شكرا جوميا,neutral,14-11-2022,by Marwa
Essence I Love Extreme Crazy Volume Mascara,https://www.jumia.com.eg/essence-i-love-extreme-crazy-volume-mascara-15976190.html,ES296HB05GI1BNAFAMZ,4.3 out of 5,5 out of 5,original,حلوه جدااا,neutral,23-12-2021,by Mariem
Essence I Love Extreme Crazy Volume Mascara,https://www.jumia.com.eg/essence-i-love-extreme-crazy-volume-mascara-15976190.html,ES296HB05GI1BNAFAMZ,4.3 out of 5,5 out of 5,حلوة,سهله وخفيفه,neutral,04-11-2021,by Enas
Essence I Love Extreme Crazy Volume Mascara,https://www.jumia.com.eg/essence-i-love-extreme-crazy-volume-mascara-15976190.html,ES296HB05GI1BNAFAMZ,4.3 out of 5,5 out of 5,قمرر جدا ????,حلوه جداا ♥️,neutral,04-11-2021,by Dina Omar
AirPods Pro 2 Headphones With A Stylish Design And Excellent Sound Quality.,https://www.jumia.com.eg/generic-airpods-pro-2-headphones-with-a-stylish-design-and-excellent-sound-quality.-133009950.html,GE810EA1R3QFLNAFAMZ,3.1 out of 5,5 out of 5,اشتريها,كويسة جدا و صوتها واضح و خصوصا ف المكالمات,neutral,06-07-2025,by Omar
Activ Leather Lace Up Pewter Grey Sneakers,https://www.jumia.com.eg/activ-leather-lace-up-pewter-grey-sneakers-51784808.html,AC452FS1C4V9NNAFAMZ,4 out of 5,2 out of 5,المقاسات.فيها .مشكله,المقاسات فيها مشكله فى الجنبين,neutral,11-08-2025,by raid
Activ Leather Lace Up Pewter Grey Sneakers,https://www.jumia.com.eg/activ-leather-lace-up-pewter-grey-sneakers-51784808.html,AC452FS1C4V9NNAFAMZ,4 out of 5,5 out of 5,ممتاز,ممتاز,neutral,27-07-2025,by Abdelrahman
Activ Leather Lace Up Pewter Grey Sneakers,https://www.jumia.com.eg/activ-leather-lace-up-pewter-grey-sneakers-51784808.html,AC452FS1C4V9NNAFAMZ,4 out of 5,5 out of 5,رائعة ر الخامة ممتازة و زى الصورة بلظبط,جميلة اوى بس مقاسها صغير هات مقاس اكبر نمرة و احدة فانا ارشحها جدا لان الخامة و الماركة و الموديل و السعر تحفة,neutral,29-06-2025,by Monica Sherif
Activ Leather Lace Up Pewter Grey Sneakers,https://www.jumia.com.eg/activ-leather-lace-up-pewter-grey-sneakers-51784808.html,AC452FS1C4V9NNAFAMZ,4 out of 5,5 out of 5,جيد,قيمة مقابل سعر,neutral,29-06-2025,by مصطفى
Activ Leather Lace Up Pewter Grey Sneakers,https://www.jumia.com.eg/activ-leather-lace-up-pewter-grey-sneakers-51784808.html,AC452FS1C4V9NNAFAMZ,4 out of 5,5 out of 5,ممتازجدا,,neutral,10-06-2025,by Mohamed
Activ Leather Lace Up Pewter Grey Sneakers,https://www.jumia.com.eg/activ-leather-lace-up-pewter-grey-sneakers-51784808.html,AC452FS1C4V9NNAFAMZ,4 out of 5,4 out of 5,الكوتشي ممتاز بس المقاس محتاج تجيب نمره اكبر,الكوتشي ممتاز بس المقاس محتاج تجيب نمره اكبر,neutral,10-06-2025,by Mamdouh Baz
Activ Leather Lace Up Pewter Grey Sneakers,https://www.jumia.com.eg/activ-leather-lace-up-pewter-grey-sneakers-51784808.html,AC452FS1C4V9NNAFAMZ,4 out of 5,5 out of 5,مطابق للوصف,مريح جدا وخامة ممتازة,neutral,03-06-2025,by AMR
Activ Leather Lace Up Pewter Grey Sneakers,https://www.jumia.com.eg/activ-leather-lace-up-pewter-grey-sneakers-51784808.html,AC452FS1C4V9NNAFAMZ,4 out of 5,4 out of 5,ارجو تكبير المقدمه بتاعه الكوتشى,كويس بس الوش بتاعه ضيق شويه,neutral,28-05-2025,by احمد
Activ Leather Lace Up Pewter Grey Sneakers,https://www.jumia.com.eg/activ-leather-lace-up-pewter-grey-sneakers-51784808.html,AC452FS1C4V9NNAFAMZ,4 out of 5,2 out of 5,النعل غير مرن,النعل غير مرن,neutral,27-05-2025,by Mohamed
Activ Leather Lace Up Pewter Grey Sneakers,https://www.jumia.com.eg/activ-leather-lace-up-pewter-grey-sneakers-51784808.html,AC452FS1C4V9NNAFAMZ,4 out of 5,5 out of 5,ممتاز,كوتش محترم,neutral,11-05-2025,by محمد
Dove Deeply Nourishing Bodywash for instantly Soft Skin 100% Gentle Cleanser and Sulphate free 500ML,https://www.jumia.com.eg/dove-deeply-nourishing-bodywash-for-instantly-soft-skin-100-gentle-cleanser-and-sulphate-free-500ml-28273237.html,DO686HB17LQ8YNAFAMZ,4.3 out of 5,3 out of 5,جامد بس مقاطعة,تحفة بس اعملي حسابك هتخشي النار,neutral,01-06-2025,by رودي
Dove Deeply Nourishing Bodywash for instantly Soft Skin 100% Gentle Cleanser and Sulphate free 500ML,https://www.jumia.com.eg/dove-deeply-nourishing-bodywash-for-instantly-soft-skin-100-gentle-cleanser-and-sulphate-free-500ml-28273237.html,DO686HB17LQ8YNAFAMZ,4.3 out of 5,4 out of 5,جميل,جميل,neutral,31-05-2025,by Mahy
Dove Deeply Nourishing Bodywash for instantly Soft Skin 100% Gentle Cleanser and Sulphate free 500ML,https://www.jumia.com.eg/dove-deeply-nourishing-bodywash-for-instantly-soft-skin-100-gentle-cleanser-and-sulphate-free-500ml-28273237.html,DO686HB17LQ8YNAFAMZ,4.3 out of 5,5 out of 5,منتج جميل,جميل ورائحة تدوم,neutral,04-05-2025,by Zain
Dove Deeply Nourishing Bodywash for instantly Soft Skin 100% Gentle Cleanser and Sulphate free 500ML,https://www.jumia.com.eg/dove-deeply-nourishing-bodywash-for-instantly-soft-skin-100-gentle-cleanser-and-sulphate-free-500ml-28273237.html,DO686HB17LQ8YNAFAMZ,4.3 out of 5,4 out of 5,جميل,ريحته قويه وناعم,neutral,13-04-2025,by Omnia
Dove Deeply Nourishing Bodywash for instantly Soft Skin 100% Gentle Cleanser and Sulphate free 500ML,https://www.jumia.com.eg/dove-deeply-nourishing-bodywash-for-instantly-soft-skin-100-gentle-cleanser-and-sulphate-free-500ml-28273237.html,DO686HB17LQ8YNAFAMZ,4.3 out of 5,5 out of 5,Amazing,"تحفة و ناعم و ريحتة حلوة و بيرغى جداااا عكس منتجات شاور كتير
شكرا دووف",neutral,13-04-2025,by Nana
Dove Deeply Nourishing Bodywash for instantly Soft Skin 100% Gentle Cleanser and Sulphate free 500ML,https://www.jumia.com.eg/dove-deeply-nourishing-bodywash-for-instantly-soft-skin-100-gentle-cleanser-and-sulphate-free-500ml-28273237.html,DO686HB17LQ8YNAFAMZ,4.3 out of 5,5 out of 5,رائع,جميل,neutral,12-01-2025,by Rania
Dove Deeply Nourishing Bodywash for instantly Soft Skin 100% Gentle Cleanser and Sulphate free 500ML,https://www.jumia.com.eg/dove-deeply-nourishing-bodywash-for-instantly-soft-skin-100-gentle-cleanser-and-sulphate-free-500ml-28273237.html,DO686HB17LQ8YNAFAMZ,4.3 out of 5,5 out of 5,جيد,تحفة عن تجربة,neutral,06-01-2025,by عمرو سعد
Dove Deeply Nourishing Bodywash for instantly Soft Skin 100% Gentle Cleanser and Sulphate free 500ML,https://www.jumia.com.eg/dove-deeply-nourishing-bodywash-for-instantly-soft-skin-100-gentle-cleanser-and-sulphate-free-500ml-28273237.html,DO686HB17LQ8YNAFAMZ,4.3 out of 5,5 out of 5,لطيف,مناسب اوى للناس اللى مش بتحب الروايح القويه ريحته ناعمه اوى,neutral,01-01-2025,by Tayseer
Dove Deeply Nourishing Bodywash for instantly Soft Skin 100% Gentle Cleanser and Sulphate free 500ML,https://www.jumia.com.eg/dove-deeply-nourishing-bodywash-for-instantly-soft-skin-100-gentle-cleanser-and-sulphate-free-500ml-28273237.html,DO686HB17LQ8YNAFAMZ,4.3 out of 5,5 out of 5,روعه,غني عن التعريف رائع,neutral,01-01-2025,by ريم
Dove Deeply Nourishing Bodywash for instantly Soft Skin 100% Gentle Cleanser and Sulphate free 500ML,https://www.jumia.com.eg/dove-deeply-nourishing-bodywash-for-instantly-soft-skin-100-gentle-cleanser-and-sulphate-free-500ml-28273237.html,DO686HB17LQ8YNAFAMZ,4.3 out of 5,5 out of 5,تحفه,وريحة جميله,neutral,01-12-2024,by Menna
Portable Tablet & Laptop Stand Foldable Aluminum Alloy Multi  Angles Height Adjustment,https://www.jumia.com.eg/generic-portable-tablet-laptop-stand-foldable-aluminum-alloy-multi-angles-height-adjustment-32712469.html,GE810EA1LENH7NAFAMZ,4.4 out of 5,5 out of 5,great,Good material,positive,24-08-2025,by Heba
Portable Tablet & Laptop Stand Foldable Aluminum Alloy Multi  Angles Height Adjustment,https://www.jumia.com.eg/generic-portable-tablet-laptop-stand-foldable-aluminum-alloy-multi-angles-height-adjustment-32712469.html,GE810EA1LENH7NAFAMZ,4.4 out of 5,5 out of 5,Good product,Good product,positive,17-08-2025,by Mohamed
Portable Tablet & Laptop Stand Foldable Aluminum Alloy Multi  Angles Height Adjustment,https://www.jumia.com.eg/generic-portable-tablet-laptop-stand-foldable-aluminum-alloy-multi-angles-height-adjustment-32712469.html,GE810EA1LENH7NAFAMZ,4.4 out of 5,5 out of 5,ممتاز,هايل جدآ. خامة متينة معدن وسرعة في التوصيل المنتج شكرآ ليكم,neutral,05-08-2025,by اس
Portable Tablet & Laptop Stand Foldable Aluminum Alloy Multi  Angles Height Adjustment,https://www.jumia.com.eg/generic-portable-tablet-laptop-stand-foldable-aluminum-alloy-multi-angles-height-adjustment-32712469.html,GE810EA1LENH7NAFAMZ,4.4 out of 5,5 out of 5,ممتاز بصراحة,خامته جميلة,neutral,21-07-2025,by Abdelghany
Portable Tablet & Laptop Stand Foldable Aluminum Alloy Multi  Angles Height Adjustment,https://www.jumia.com.eg/generic-portable-tablet-laptop-stand-foldable-aluminum-alloy-multi-angles-height-adjustment-32712469.html,GE810EA1LENH7NAFAMZ,4.4 out of 5,5 out of 5,جيد,جودة مقابل سعر,neutral,17-07-2025,by ممدوح
Portable Tablet & Laptop Stand Foldable Aluminum Alloy Multi  Angles Height Adjustment,https://www.jumia.com.eg/generic-portable-tablet-laptop-stand-foldable-aluminum-alloy-multi-angles-height-adjustment-32712469.html,GE810EA1LENH7NAFAMZ,4.4 out of 5,5 out of 5,جيد,جودة مقابل سعر,neutral,17-07-2025,by ممدوح
Portable Tablet & Laptop Stand Foldable Aluminum Alloy Multi  Angles Height Adjustment,https://www.jumia.com.eg/generic-portable-tablet-laptop-stand-foldable-aluminum-alloy-multi-angles-height-adjustment-32712469.html,GE810EA1LENH7NAFAMZ,4.4 out of 5,5 out of 5,جيد جدا,جيد جدا ويؤدي الغرض ولكن له طريقة استعمال معينة يجب الانتباه لها وايضاحها ... حيث قد يخطئ البعض في استخدامه رغم بساطته,neutral,14-07-2025,by Ahmed
Portable Tablet & Laptop Stand Foldable Aluminum Alloy Multi  Angles Height Adjustment,https://www.jumia.com.eg/generic-portable-tablet-laptop-stand-foldable-aluminum-alloy-multi-angles-height-adjustment-32712469.html,GE810EA1LENH7NAFAMZ,4.4 out of 5,4 out of 5,اسيوط,تكبير القطعه أكثر من 15 بوصه,neutral,09-07-2025,by محمود
Portable Tablet & Laptop Stand Foldable Aluminum Alloy Multi  Angles Height Adjustment,https://www.jumia.com.eg/generic-portable-tablet-laptop-stand-foldable-aluminum-alloy-multi-angles-height-adjustment-32712469.html,GE810EA1LENH7NAFAMZ,4.4 out of 5,5 out of 5,المنتج مطابق للصور والخامه مناسبه للسعرمنتج جيد,كنانه الخامه مقابل السعر,neutral,06-07-2025,by Diaa
Portable Tablet & Laptop Stand Foldable Aluminum Alloy Multi  Angles Height Adjustment,https://www.jumia.com.eg/generic-portable-tablet-laptop-stand-foldable-aluminum-alloy-multi-angles-height-adjustment-32712469.html,GE810EA1LENH7NAFAMZ,4.4 out of 5,4 out of 5,جميل وانيق,ممتاز,neutral,17-06-2025,by MOHAMMED
